"idx_sin","gar_sin","surv_sin","decl_sin","clo_sin","gest_sin","mt_eval","mt_regl","incoh_decl_before_surv","incoh_gest_before_decl","incoh_clo_before_surv","incoh_neg_eval","incoh_neg_regl","delai_declaration_jours","sinistre_cloturé","sinistre_payé","idx_ct","idx_year","vh_immat","sit_start_date","sit_end_date","sit_expo","drv1age","drv1sex","drv1drive_licence_type","drv1drive_licence_age","vh_age","ct_frm","ct_ass_base","ct_ass0km","ct_ass_vhr","vh_segment","vh_marque","vh_energy","vh_weight","vh_din","vh_value","vh_group","vh_class","ct_usage","ct_km","ct_deduc","claims_ant","ct_insee","id1_ass_base","id1_ass0km","id1_ass_vhr","id2_ass_base","id2_ass0km","id2_ass_vhr","id3_ass_base","id3_ass0km","id3_ass_vhr","cot_ass_base","cot_ass0km","cot_ass_vhr","duree_contrat_jours","jeune_conducteur","cotisation_total","source_id"
"S22-1072789","AssBase","2022-12-22","2022-12-22","2023-02-15","2023-02-15",239.47,239.47,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003285092",2022,"GC-3679-QX","2022-01-01","2022-12-31",1,57,"H","Traditionnel",37,4.13,"Maxi",1,0,0,"Citadine","Renault","Diesel",1514,123,17187.82,22,4,"Pri","N",300,1,"14699","S22-1072789",NA,NA,NA,NA,NA,NA,NA,NA,48.1,0,0,364,0,48.1,"id1_ass_base"
"S22-1072841","AssBase","2022-11-30","2022-12-03","2023-05-13","2023-05-13",242.39,242.39,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003285130",2022,"YZ-2065-GJ","2022-01-01","2022-12-31",1,53,"H","Traditionnel",31.65,14.49,"Mini",1,0,0,"Compacte","Renault","Diesel",1256,152,15176.56,26,3,"Pri","N",200,2,"21586","S22-1072841",NA,NA,NA,NA,NA,NA,NA,NA,63.52,0,0,364,0,63.52,"id1_ass_base"
"S22-1073312","AssBase","2022-03-10","2022-03-13","2022-03-13","2022-03-13",329.42,329.42,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003285455",2022,"EB-3617-KL","2022-01-01","2022-12-31",1,48,"F","Cond Accompagnée",28.9,11.75,"Mini",1,0,0,"SUV","Peugeot","Diesel",1930,173,23679.74,17,3,"Pri","O",200,0,"72004","S22-1073312",NA,NA,NA,NA,NA,NA,NA,NA,71.12,0,0,364,0,71.12,"id1_ass_base"
"S22-1073389","AssBase","2022-10-06","2022-10-06","2022-11-07","2022-11-07",169.98,169.98,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003285526",2022,"MF-2149-HR","2022-01-01","2022-12-31",1,26,"F","Traditionnel",5.32,22.85,"Mini",1,0,0,"Citadine","Peugeot","Essence",1496,70,7715.83,10,3,"Pri","N",200,0,"11164","S22-1073389",NA,NA,NA,NA,NA,NA,NA,NA,56.18,0,0,364,0,56.18,"id1_ass_base"
"S22-1073627","AssBase","2022-08-02","2022-08-04","2022-08-22","2022-08-22",205.78,205.78,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003285688",2022,"RQ-1513-JZ","2022-01-01","2022-12-31",1,49,"F","Cond Accompagnée",30.79,10.85,"Mini",1,0,0,"SUV","Autre","Essence",1445,109,7426.2,15,2,"Pri","N",300,1,"34165","S22-1073627",NA,NA,NA,NA,NA,NA,NA,NA,54.64,0,0,364,0,54.64,"id1_ass_base"
"S22-1073909","AssBase","2022-10-10","2022-10-10","2022-10-10","2022-10-10",200.83,200.83,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003285900",2022,"RC-2942-ZG","2022-01-01","2022-12-31",1,43,"F","Traditionnel",24.39,12.87,"Mini",1,0,0,"Compacte","Renault","Diesel",1465,57,7056.87,8,2,"Pro","N",400,0,"1052","S22-1073909",NA,NA,NA,NA,NA,NA,NA,NA,56.8,0,0,364,0,56.8,"id1_ass_base"
"S22-1073966","AssBase","2022-03-09","2022-03-09","2022-05-04","2022-05-04",171.52,171.52,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003285946",2022,"EZ-1887-FR","2022-01-01","2022-12-31",1,40,"H","Traditionnel",21.39,7.82,"Maxi",1,0,0,"Citadine","Ford","Essence",941,53,13117.6,22,3,"Pri","N",300,0,"8494","S22-1073966",NA,NA,NA,NA,NA,NA,NA,NA,51.3,0,0,364,0,51.3,"id1_ass_base"
"S22-1074125","AssBase","2022-04-08","2022-04-08","2022-05-13","2022-05-13",190.49,190.49,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003286075",2022,"ND-5165-NQ","2022-01-01","2022-12-31",1,23,"F","Cond Accompagnée",3.53,9.85,"Mini",1,0,0,"Familiale","Renault","Diesel",1672,191,10628.24,20,3,"Pro","N",200,2,"82114","S22-1074125",NA,NA,NA,NA,NA,NA,NA,NA,64.36,0,0,364,1,64.36,"id1_ass_base"
"S22-1074161","AssBase","2022-01-17","2022-01-17","2022-02-02","2022-02-02",240.6,240.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003286104",2022,"DK-9404-CX","2022-01-01","2022-12-31",1,59,"H","Traditionnel",40.36,12.32,"Mini",1,0,0,"Familiale","Ford","Electrique/Hybride",1815,216,18241.6,25,4,"Pri","N",500,0,"29140","S22-1074161",NA,NA,NA,NA,NA,NA,NA,NA,67.08,0,0,364,0,67.08,"id1_ass_base"
"S22-1074199","AssBase","2022-02-06","2022-02-06","2022-03-18","2022-03-18",184.27,184.27,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003286128",2022,"EB-4454-XR","2022-01-01","2022-12-31",1,72,"H","Traditionnel",53.41,9.46,"Mini",1,0,0,"Citadine","Peugeot","Essence",1224,169,17363.76,17,4,"Pri","N",200,0,"62306","S22-1074199",NA,NA,NA,NA,NA,NA,NA,NA,61.29,0,0,364,0,61.29,"id1_ass_base"
"S22-1074419","AssBase","2022-09-16","2022-09-20","2022-10-17","2022-10-17",236.64,236.64,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C003286297",2022,"RH-3402-RY","2022-01-01","2022-12-31",1,44,"F","Traditionnel",24.96,17.36,"Mini",1,0,0,"SUV","Autre","Diesel",1520,105,2013.93,10,2,"Pro","N",300,2,"43237","S22-1074419",NA,NA,NA,NA,NA,NA,NA,NA,54.2,0,0,364,0,54.2,"id1_ass_base"
"S22-1074555","AssBase","2022-12-16","2022-12-16","2023-01-09","2023-01-09",164.12,164.12,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003286392",2022,"ZZ-5862-BQ","2022-01-01","2022-12-31",1,55,"H","Traditionnel",33.96,12.12,"Med1",1,1,1,"Citadine","Peugeot","Essence",617,84,3130.7,8,2,"Pri","N",400,1,"72130","S22-1074555",NA,NA,NA,NA,NA,NA,NA,NA,66.82,41,40.62,364,0,148.44,"id1_ass_base"
"S22-1074790","AssBase","2022-03-10","2022-03-19","2023-05-11","2023-05-11",193.97,193.97,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1,"C003286598",2022,"RD-5049-AA","2022-01-01","2022-12-31",1,55,"H","Traditionnel",36.98,3.71,"Maxi",1,1,1,"SUV","Citroen","Essence",1480,97,12150.04,11,3,"Pro","N",200,0,"52132","S22-1074790",NA,NA,NA,NA,NA,NA,NA,NA,72.76,43.73,43.31,364,0,159.8,"id1_ass_base"
"S22-1074880","AssBase","2022-07-16","2022-07-16","2022-08-15","2022-08-15",216.56,216.56,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003286680",2022,"DQ-5301-JY","2022-01-01","2022-12-31",1,32,"H","Traditionnel",10.43,14.06,"Med2",1,1,1,"Citadine","Citroen","Essence",1461,122,3086.94,3,2,"Pri","O",500,0,"68303","S22-1074880",NA,NA,NA,NA,NA,NA,NA,NA,66.82,41,40.62,364,0,148.44,"id1_ass_base"
"S22-1075170","AssBase","2022-11-29","2022-12-08","2023-01-14","2023-01-14",5903.15,5903.15,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1,"C003286898",2022,"XF-0087-HR","2022-01-01","2022-12-31",1,54,"H","Traditionnel",34.38,14.52,"Mini",1,0,0,"Familiale","Volkswagen","Electrique/Hybride",1772,171,17585.83,20,4,"Pro","N",300,0,"80085","S22-1075170",NA,NA,NA,NA,NA,NA,NA,NA,64.79,0,0,364,0,64.79,"id1_ass_base"
"S22-1075197","AssBase","2022-12-02","2022-12-02","2022-12-13","2022-12-13",196.26,196.26,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003286911",2022,"GJ-2927-EX","2022-01-01","2022-12-31",1,45,"F","Traditionnel",22.86,12.74,"Med1",1,1,1,"Compacte","Renault","Essence",791,116,12083.12,14,2,"Pri","O",200,0,"49307","S22-1075197",NA,NA,NA,NA,NA,NA,NA,NA,78.22,46.24,45.78,364,0,170.24,"id1_ass_base"
"S22-1075310","AssBase","2022-01-29","2022-02-09","2023-05-05","2023-05-05",192.1,192.1,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,1,"C003287014",2022,"JX-2279-QZ","2022-01-01","2022-12-31",1,50,"H","Traditionnel",28.27,15.36,"Mini",1,0,0,"SUV","Citroen","Essence",1359,118,2622.93,5,2,"Pri","O",200,0,"67411","S22-1075310",NA,NA,NA,NA,NA,NA,NA,NA,58.27,0,0,364,0,58.27,"id1_ass_base"
"S22-1075443","AssBase","2022-10-08","2022-10-21","2022-12-26","2022-12-26",220.44,220.44,FALSE,FALSE,FALSE,FALSE,FALSE,13,1,1,"C003287111",2022,"NK-1960-YX","2022-01-01","2022-12-31",1,77,"H","Traditionnel",58.71,17.33,"Mini",1,0,0,"Compacte","Autre","Essence",1155,120,7900.25,25,2,"Pri","N",200,0,"11227","S22-1075443",NA,NA,NA,NA,NA,NA,NA,NA,57,0,0,364,0,57,"id1_ass_base"
"S22-1075753","AssBase","2022-01-19","2022-01-20","2022-01-30","2022-01-30",265.81,265.81,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003287366",2022,"KM-7886-KL","2022-01-01","2022-12-31",1,49,"H","Traditionnel",29.3,13.34,"Mini",1,0,0,"Familiale","Mercedes Benz","Electrique/Hybride",1310,83,7483.91,23,2,"Pri","O",200,1,"60175","S22-1075753",NA,NA,NA,NA,NA,NA,NA,NA,53.99,0,0,364,0,53.99,"id1_ass_base"
"S22-1075774","AssBase","2022-02-18","2022-02-19","2022-03-03","2022-03-03",195.11,195.11,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003287383",2022,"XX-1544-SX","2022-01-01","2022-12-31",1,47,"H","Traditionnel",26.23,9.05,"Mini",1,0,0,"Citadine","Dacia","Diesel",2143,176,9095.16,16,3,"Pri","N",200,0,"19115","S22-1075774",NA,NA,NA,NA,NA,NA,NA,NA,56.18,0,0,364,0,56.18,"id1_ass_base"
"S22-1076053","AssBase","2022-05-18","2022-05-19","2022-07-03","2022-07-03",202.21,202.21,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003287608",2022,"AM-1371-PK","2022-01-01","2022-12-31",1,30,"F","Traditionnel",11.42,11.73,"Mini",1,0,0,"SUV","Renault","Diesel",1832,197,12651.62,11,3,"Pri","N",200,0,"35310","S22-1076053",NA,NA,NA,NA,NA,NA,NA,NA,64.32,0,0,364,0,64.32,"id1_ass_base"
"S22-1076076","AssBase","2022-04-14","2022-04-16","2022-04-26","2022-04-26",199.96,199.96,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003287626",2022,"JE-9411-QL","2022-01-01","2022-12-31",1,52,"F","Traditionnel",33.37,10.13,"Mini",1,0,0,"Citadine","Ford","Essence",1146,84,5099.33,7,2,"Pri","O",400,1,"60173","S22-1076076",NA,NA,NA,NA,NA,NA,NA,NA,49.78,0,0,364,0,49.78,"id1_ass_base"
"S22-1076099","AssBase","2022-02-24","2022-03-06","2022-04-14","2022-04-14",219.13,219.13,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,1,"C003287642",2022,"EZ-6771-QA","2022-01-01","2022-12-31",1,23,"H","Traditionnel",4.41,12.58,"Mini",1,0,0,"Familiale","Dacia","Essence",889,55,13155.51,5,3,"Pri","N",400,0,"39461","S22-1076099",NA,NA,NA,NA,NA,NA,NA,NA,62.2,0,0,364,1,62.2,"id1_ass_base"
"S22-1076481","AssBase","2022-01-18","2022-01-19","2022-02-16","2022-02-16",186.16,186.16,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003287938",2022,"FL-4352-FX","2022-01-01","2022-12-31",1,47,"H","Traditionnel",29.19,12.58,"Mini",1,0,0,"Compacte","Volkswagen","Electrique/Hybride",1501,141,14960.46,21,4,"Pri","O",500,0,"41012","S22-1076481",NA,NA,NA,NA,NA,NA,NA,NA,59,0,0,364,0,59,"id1_ass_base"
"S22-1076504","AssBase","2022-03-21","2022-03-22","2022-05-14","2022-05-14",200.92,200.92,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003287955",2022,"BD-4827-DZ","2022-01-01","2022-12-31",1,50,"H","Traditionnel",28.77,10.84,"Mini",1,0,0,"Compacte","Peugeot","Diesel",1855,173,15379.97,23,4,"Pri","N",400,0,"27365","S22-1076504",NA,NA,NA,NA,NA,NA,NA,NA,55.04,0,0,364,0,55.04,"id1_ass_base"
"S22-1076525","AssBase","2022-10-11","2022-10-11","2022-11-01","2022-11-01",5860.66,5860.66,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003287972",2022,"FY-9850-KC","2022-01-01","2022-12-31",1,71,"F","Cond Accompagnée",50.86,16.06,"Mini",1,0,0,"Compacte","Autre","Essence",942,155,7621.04,22,2,"Pri","O",300,1,"39053","S22-1076525",NA,NA,NA,NA,NA,NA,NA,NA,57,0,0,364,0,57,"id1_ass_base"
"S22-1076538","AssBase","2022-06-22","2022-06-23","2022-08-12","2022-08-12",225.52,225.52,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003287982",2022,"HD-6681-AB","2022-01-01","2022-12-31",1,35,"F","Traditionnel",13.97,10.55,"Mini",1,0,0,"Familiale","Peugeot","Diesel",1625,66,11535.08,4,3,"Pri","N",200,2,"51496","S22-1076538",NA,NA,NA,NA,NA,NA,NA,NA,62.2,0,0,364,0,62.2,"id1_ass_base"
"S22-1076677","AssBase","2022-06-27","2022-06-27","2022-07-23","2022-07-23",190.42,190.42,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003288072",2022,"EP-3798-TZ","2022-01-01","2022-12-31",1,57,"F","Cond Accompagnée",35.47,15.64,"Mini",1,0,0,"SUV","Peugeot","Essence",1285,107,18466.33,8,4,"Pri","O",500,0,"83005","S22-1076677",NA,NA,NA,NA,NA,NA,NA,NA,65.64,0,0,364,0,65.64,"id1_ass_base"
"S22-1076771","AssBase","2022-01-27","2022-01-28","2022-06-12","2022-06-12",249.57,249.57,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003288150",2022,"ZF-4986-MM","2022-01-01","2022-12-31",1,61,"F","Traditionnel",40.91,9.96,"Mini",1,0,0,"Familiale","Ford","Diesel",1240,86,4951.4,16,2,"Pri","N",200,1,"2233","S22-1076771",NA,NA,NA,NA,NA,NA,NA,NA,53.15,0,0,364,0,53.15,"id1_ass_base"
"S22-1076958","AssBase","2022-11-22","2022-11-23","2023-03-06","2023-03-06",220.64,220.64,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003288295",2022,"MY-9390-ZZ","2022-01-01","2022-12-31",1,43,"F","Traditionnel",21.43,11.88,"Mini",1,0,0,"Citadine","Autre","Diesel",1445,124,11715.54,7,2,"Pri","N",300,0,"36120","S22-1076958",NA,NA,NA,NA,NA,NA,NA,NA,58.14,0,0,364,0,58.14,"id1_ass_base"
"S22-1077078","AssBase","2022-01-10","2022-01-10","2022-01-10","2022-01-10",223.53,223.53,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003288384",2022,"ZY-6779-NK","2022-01-01","2022-12-31",1,37,"H","Traditionnel",18.42,7.01,"Med1",1,1,1,"Citadine","Renault","Diesel",1505,87,8897.46,12,3,"Pri","N",200,0,"57260","S22-1077078",NA,NA,NA,NA,NA,NA,NA,NA,73.49,44.06,43.64,364,0,161.19,"id1_ass_base"
"S22-1077166","AssBase","2022-05-11","2022-05-19",NA,"2023-12-31",215,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,0,"C003288450",2022,"FS-0635-FP","2022-01-01","2022-12-31",1,26,"H","Traditionnel",6.57,8.74,"Mini",1,0,0,"Citadine","Peugeot","Diesel",1711,138,8978.35,9,3,"Pri","N",200,1,"58114","S22-1077166",NA,NA,NA,NA,NA,NA,NA,NA,55.1,0,0,364,0,55.1,"id1_ass_base"
"S22-1077417","AssBase","2022-09-05","2022-09-05","2022-10-06","2022-10-06",197.18,197.18,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003288657",2022,"YX-9715-EZ","2022-01-01","2022-12-31",1,55,"F","Traditionnel",34.38,11.07,"Med2",1,0,0,"SUV","Seat","Diesel",1664,181,11604.72,19,3,"Pri","O",200,0,"61263","S22-1077417",NA,NA,NA,NA,NA,NA,NA,NA,64.32,0,0,364,0,64.32,"id1_ass_base"
"S22-1077528","AssBase","2022-01-23","2022-01-24","2022-04-09","2022-04-09",261.02,261.02,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003288725",2022,"FT-6448-ZD","2022-01-01","2022-12-31",1,24,"H","Traditionnel",5.41,10.76,"Maxi",1,0,0,"Familiale","Mercedes Benz","Essence",1097,87,7661.61,16,2,"Pri","N",200,0,"55106","S22-1077528",NA,NA,NA,NA,NA,NA,NA,NA,61.27,0,0,364,1,61.27,"id1_ass_base"
"S22-1077608","AssBase","2022-08-05","2022-08-05","2022-08-26","2022-08-26",222.09,222.09,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003288778",2022,"SE-3704-HT","2022-01-01","2022-12-31",1,38,"F","Cond Accompagnée",17.06,13.54,"Mini",1,0,0,"Familiale","Dacia","Diesel",1668,157,5091.84,18,2,"Pri","N",400,1,"40213","S22-1077608",NA,NA,NA,NA,NA,NA,NA,NA,59.82,0,0,364,0,59.82,"id1_ass_base"
"S22-1078097","AssBase","2022-08-10","2022-08-12","2022-08-12","2022-08-12",239.02,239.02,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003289156",2022,"SL-4333-MJ","2022-01-01","2022-12-31",1,73,"H","Traditionnel",52.59,5.36,"Maxi",1,1,0,"Familiale","Citroen","Essence",654,104,13265.27,11,3,"Pri","O",200,0,"57342","S22-1078097",NA,NA,NA,NA,NA,NA,NA,NA,68.68,43.84,0,364,0,112.52,"id1_ass_base"
"S22-1078141","AssBase","2022-08-05","2022-08-08","2022-09-30","2022-09-30",234.18,234.18,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003289190",2022,"DP-1326-NT","2022-01-01","2022-12-31",1,60,"H","Traditionnel",40.53,13.13,"Mini",1,0,0,"Compacte","Seat","Essence",1110,61,3969.46,14,2,"Pri","O",200,0,"57532","S22-1078141",NA,NA,NA,NA,NA,NA,NA,NA,54.7,0,0,364,0,54.7,"id1_ass_base"
"S22-1078338","AssBase","2022-01-26","2022-01-27","2022-02-10","2022-02-10",152.99,152.99,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003289334",2022,"KP-5924-EK","2022-01-01","2022-12-31",1,50,"H","Traditionnel",29,14.08,"Mini",1,0,0,"Compacte","Citroen","Essence",1163,131,4762.46,27,2,"Pri","O",200,0,"36101","S22-1078338",NA,NA,NA,NA,NA,NA,NA,NA,54.02,0,0,364,0,54.02,"id1_ass_base"
"S22-1078470","AssBase","2022-08-20","2022-08-21","2022-09-21","2022-09-21",189.06,189.06,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003289422",2022,"YM-7771-HR","2022-01-01","2022-12-31",1,49,"H","Cond Accompagnée",28.43,13.67,"Mini",1,0,0,"Familiale","Citroen","Diesel",1364,68,13114.57,12,3,"Pro","N",300,0,"77033","S22-1078470",NA,NA,NA,NA,NA,NA,NA,NA,64.36,0,0,364,0,64.36,"id1_ass_base"
"S22-1078679","AssBase","2022-03-23","2022-03-23","2022-03-30","2022-03-30",173.96,173.96,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003289586",2022,"PK-2065-YP","2022-01-01","2022-12-31",1,57,"F","Cond Accompagnée",37.44,13.52,"Mini",1,0,0,"Compacte","Autre","Essence",1298,87,4942.76,14,2,"Pri","N",500,0,"2B078","S22-1078679",NA,NA,NA,NA,NA,NA,NA,NA,54.7,0,0,364,0,54.7,"id1_ass_base"
"S22-1078787","AssBase","2022-02-09","2022-02-09","2022-03-25","2022-03-25",202.78,202.78,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003289680",2022,"LN-8168-GT","2022-01-01","2022-12-31",1,48,"H","Traditionnel",26.52,4.5,"Maxi",1,1,0,"Familiale","Renault","Essence",1063,122,15475.45,16,4,"Pri","O",300,2,"2A064","S22-1078787",NA,NA,"S22-4897706",NA,NA,NA,NA,NA,65.1,42.05,0,364,0,107.15,"id1_ass_base"
"S22-1078992","AssBase","2022-09-28","2022-10-04","2022-10-30","2022-10-30",214.89,214.89,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,"C003289828",2022,"XY-9755-EJ","2022-01-01","2022-12-31",1,63,"H","Traditionnel",41.31,15.43,"Mini",1,0,0,"Familiale","Renault","Electrique/Hybride",1692,82,8479.31,5,3,"Pri","N",400,0,"12293","S22-1078992",NA,NA,NA,NA,NA,NA,NA,NA,60.04,0,0,364,0,60.04,"id1_ass_base"
"S22-1079029","AssBase","2022-09-29","2022-09-30","2022-11-29","2022-11-29",165.98,165.98,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003289855",2022,"YT-9496-AD","2022-01-01","2022-12-31",1,69,"F","Cond Accompagnée",50.66,4.09,"Maxi",1,0,0,"Citadine","Volkswagen","Essence",1221,132,18700.32,28,3,"Pri","O",200,0,"45179","S22-1079029",NA,NA,NA,NA,NA,NA,NA,NA,54.95,0,0,364,0,54.95,"id1_ass_base"
"S22-1079071","AssBase","2022-07-12","2022-07-12","2022-08-28","2022-08-28",177.73,177.73,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003289890",2022,"ZR-0348-LG","2022-01-01","2022-12-31",1,48,"H","Traditionnel",27.54,10.67,"Med2",1,0,0,"Citadine","Autre","Diesel",1350,125,4513.01,23,2,"Pro","N",400,0,"44162","S22-1079071",NA,NA,NA,NA,NA,NA,NA,NA,46.46,0,0,364,0,46.46,"id1_ass_base"
"S22-1079088","AssBase","2022-05-22","2022-05-25","2022-07-07","2022-07-07",290.24,290.24,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003289904",2022,"CA-7844-EQ","2022-01-01","2022-12-31",1,61,"F","Traditionnel",42.35,14.73,"Mini",1,0,0,"SUV","Fiat","Diesel",1727,193,14343.44,16,3,"Pri","N",300,0,"25147","S22-1079088",NA,NA,NA,NA,NA,NA,NA,NA,64.32,0,0,364,0,64.32,"id1_ass_base"
"S22-1079504","AssBase","2022-06-16","2022-06-18","2023-01-15","2023-01-15",243.48,243.48,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003290208",2022,"RT-3563-NQ","2022-01-01","2022-12-31",1,64,"F","Cond Accompagnée",42.52,18.35,"Mini",1,0,0,"Familiale","Peugeot","Essence",1304,71,5492.65,17,2,"Pri","N",300,0,"87185","S22-1079504",NA,NA,NA,NA,NA,NA,NA,NA,59.05,0,0,364,0,59.05,"id1_ass_base"
"S22-1079985","AssBase","2022-01-10","2022-01-11","2022-01-28","2022-01-28",267.84,267.84,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003290585",2022,"PT-2818-RJ","2022-01-01","2022-12-31",1,52,"H","Traditionnel",31.29,17.15,"Mini",1,0,0,"Compacte","Autre","Essence",975,107,6690.14,15,3,"Pri","N",200,0,"34027","S22-1079985",NA,NA,NA,NA,NA,NA,NA,NA,56.8,0,0,364,0,56.8,"id1_ass_base"
"S22-1080049","AssBase","2022-06-08","2022-06-09","2022-07-31","2022-07-31",232.1,232.1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003290629",2022,"MB-5184-BH","2022-01-01","2022-12-31",1,48,"H","Traditionnel",26.61,5.81,"Maxi",1,0,0,"Citadine","BMW","Essence",1183,145,20777.92,11,4,"Pri","N",200,0,"65023","S22-1080049",NA,NA,NA,NA,NA,NA,NA,NA,62.7,0,0,364,0,62.7,"id1_ass_base"
"S22-1080245","AssBase","2022-05-08","2022-05-09","2022-06-28","2022-06-28",156.21,156.21,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003290768",2022,"TJ-1717-TG","2022-01-01","2022-12-31",1,32,"H","Cond Accompagnée",12.13,5.62,"Med1",1,0,0,"Citadine","Seat","Essence",1051,76,9552.6,8,3,"Pro","N",200,1,"38272","S22-1080245",NA,NA,NA,NA,NA,NA,NA,NA,55.1,0,0,364,0,55.1,"id1_ass_base"
"S22-1080362","AssBase","2022-12-18","2022-12-27","2023-08-01","2023-08-01",148.94,148.94,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1,"C003290854",2022,"EC-6915-TY","2022-01-01","2022-12-31",1,49,"F","Cond Accompagnée",27.26,13.67,"Mini",1,0,0,"Compacte","Autre","Diesel",1517,190,19135.09,24,4,"Pri","N",200,0,"52313","S22-1080362",NA,NA,NA,NA,NA,NA,NA,NA,62.67,0,0,364,0,62.67,"id1_ass_base"
"S22-1080383","AssBase","2022-10-09","2022-10-21","2022-11-04","2022-11-04",182.5,182.5,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1,"C003290869",2022,"HN-7563-GD","2022-01-01","2022-12-31",1,64,"F","Traditionnel",42.66,6.91,"Mini",1,0,0,"Citadine","Renault","Diesel",1366,203,12102.32,30,3,"Pri","N",200,0,"34153","S22-1080383",NA,NA,NA,NA,NA,NA,NA,NA,58.9,0,0,364,0,58.9,"id1_ass_base"
"S22-1080452","AssBase","2022-02-24","2022-02-25","2022-03-21","2022-03-21",187.27,187.27,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003290927",2022,"CC-6176-KJ","2022-01-01","2022-12-31",1,45,"H","Traditionnel",24.05,9.97,"Med1",1,0,0,"Compacte","Volkswagen","Diesel",1389,203,10356.8,21,3,"Pri","N",300,0,"19114","S22-1080452",NA,NA,NA,NA,NA,NA,NA,NA,60.2,0,0,364,0,60.2,"id1_ass_base"
"S22-1080508","AssBase","2022-10-15","2022-10-15","2022-12-21","2022-12-21",156.06,156.06,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003290971",2022,"NL-9963-YM","2022-01-01","2022-12-31",1,27,"H","Traditionnel",5.1,15.98,"Mini",1,0,0,"Citadine","Peugeot","Diesel",1314,183,9871.75,20,2,"Pri","N",200,1,"35284","S22-1080508",NA,NA,NA,NA,NA,NA,NA,NA,56.18,0,0,364,0,56.18,"id1_ass_base"
"S22-1080531","AssBase","2022-10-05","2022-10-05",NA,"2023-12-31",215,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,"C003290985",2022,"HB-2067-GR","2022-01-01","2022-12-31",1,29,"H","Cond Accompagnée",7.63,14.31,"Maxi",1,0,0,"Compacte","Renault","Diesel",1793,53,12994.29,19,3,"Pri","N",400,0,"22361","S22-1080531",NA,NA,NA,NA,NA,NA,NA,NA,60.2,0,0,364,0,60.2,"id1_ass_base"
